price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,zipcode,lat,long,renovated,age_renovated,has_basement
13.091906231773164,4,1.0,7.3783837129967145,8.366602832783736,1.5,0,4,7,98103,47.6648,-122.343,0,99,0
12.149507585033072,2,1.0,7.0909098220799835,9.19532825185568,1.0,0,4,7,98002,47.3089,-122.21,0,94,0
12.345838935721968,3,1.0,7.1316985104669115,9.187583384853566,1.0,0,4,7,98003,47.3343,-122.306,0,46,0
12.861001210669146,4,1.75,7.390798521735676,8.513385953073284,1.0,0,4,7,98133,47.7025,-122.341,0,68,1
14.508658238524095,3,2.75,8.02322468471667,10.711480124765114,1.0,0,3,9,98040,47.5316,-122.233,0,47,1
12.560247968016562,5,2.5,7.7279755421055585,8.748463629942055,2.0,0,3,8,98092,47.3266,-122.169,0,20,0
12.43996225063003,2,1.5,6.976348070447749,9.174091239301061,1.0,0,3,7,98030,47.3533,-122.166,0,30,0
12.703816069256568,3,2.25,7.804251383528112,8.77971129020447,2.0,0,4,8,98030,47.3739,-122.172,0,30,0
12.358798024384122,3,2.0,7.444833273892193,8.454892165218858,1.5,0,5,6,98002,47.3048,-122.218,0,74,0
13.75043962845585,3,1.75,7.804251383528112,7.898039690764619,2.0,0,3,8,98119,47.6386,-122.36,0,100,1
13.410546824147012,3,1.0,7.244941546337007,7.366445148327599,1.5,0,5,8,98112,47.6221,-122.314,0,106,0
12.989976472461,3,1.75,7.327123292259293,8.761080103868347,1.0,0,3,7,98115,47.695,-122.304,0,67,1
13.4856180275228,4,2.5,7.852050207265889,8.878218658092228,2.0,0,3,8,98052,47.7073,-122.11,0,10,0
13.271646802771485,3,2.5,7.749753406274437,8.289288323000317,2.0,0,3,8,98027,47.5391,-122.07,0,12,0
12.54254845357358,2,1.5,7.0825485693553,7.143617602704121,3.0,0,3,7,98133,47.7274,-122.357,0,10,0
13.44081856306726,4,1.75,7.754052639035757,8.517393171418904,1.5,0,4,7,98117,47.6823,-122.368,0,86,1
13.190023895035274,3,1.0,6.994849985833071,8.006700845440367,1.5,0,4,8,98117,47.6889,-122.375,0,86,0
12.683861515988351,4,2.75,7.630946580890459,8.803874763534434,1.0,0,3,7,98058,47.4276,-122.157,0,34,1
13.453106376097134,3,2.5,7.741099090035366,8.026496938945412,1.5,0,3,8,98115,47.6827,-122.31,1,13,1
13.217675375388819,4,1.0,7.415175109613295,10.458779721372386,1.0,0,1,5,98052,47.6621,-122.132,0,82,1
13.369225017834633,4,2.0,7.766840537085513,8.699681400989514,2.0,0,4,8,98107,47.6702,-122.362,0,111,0
12.388398368982115,4,1.0,7.107425474110705,8.996651979432729,1.0,0,2,7,98001,47.3341,-122.282,0,46,1
13.312985389904174,4,2.5,7.8713112033234065,8.929832503272403,2.0,0,3,8,98056,47.5301,-122.18,0,19,0
13.345508528717259,4,2.5,7.852050207265889,8.616314282284044,2.0,0,3,9,98074,47.6145,-122.027,0,15,0
13.560619598657233,4,2.25,8.347827345782498,10.093570577723847,1.0,0,3,8,98166,47.445,-122.347,0,31,1
13.667000108756058,5,2.75,8.18757739559151,8.637639344492104,2.0,0,3,9,98053,47.6848,-122.016,0,1,0
13.437175577097312,3,1.0,7.359467638255621,7.732369222284388,2.0,0,3,7,98119,47.6413,-122.364,0,93,0
12.6410997921206,3,1.0,7.155396301896734,9.175438319966918,1.0,0,4,6,98058,47.4485,-122.175,0,56,1
13.098072734013513,3,2.5,8.058643712215618,9.518119146127086,2.0,0,3,8,98019,47.7443,-121.977,0,12,0
12.257198175846119,3,1.0,6.898714534329988,9.05122740031911,1.0,0,3,6,98023,47.3066,-122.371,0,49,0
13.573440270649085,4,2.5,7.736743682453495,9.504277838590472,2.0,0,4,9,98007,47.6194,-122.151,0,34,0
13.017005083966255,3,1.75,7.1316985104669115,8.69349667588463,1.0,0,4,7,98115,47.6796,-122.301,0,62,0
14.115615891155079,3,2.5,7.9208096792886,11.08223485230999,1.0,1,5,9,98070,47.4041,-122.451,0,62,1
12.337105293891872,3,1.0,7.0825485693553,9.126958763037132,1.0,0,3,7,98148,47.4258,-122.322,0,60,0
12.75130259456002,5,2.5,8.055475141757274,9.119868468812108,1.0,0,4,8,98056,47.4934,-122.189,0,49,1
13.304686600863562,3,1.75,7.252053951852814,8.314097335405807,1.0,0,4,7,98117,47.6808,-122.384,0,65,1
13.279368835614243,2,1.75,7.591357046698551,9.053803514155955,1.0,0,3,7,98117,47.6989,-122.369,0,34,1
13.732130035981154,5,2.25,7.912423121473705,8.699681400989514,1.5,0,3,8,98105,47.6571,-122.281,0,88,1
13.69334405393293,4,2.5,7.9483852851118995,8.517393171418904,2.0,0,3,9,98105,47.6597,-122.29,0,20,0
12.586223364451623,4,2.5,7.719129840906732,8.410943391573527,2.0,0,3,7,98042,47.3663,-122.114,0,7,0
12.614868865984631,3,2.5,7.791935956938058,8.46611040118692,2.0,0,3,8,98042,47.3663,-122.122,0,12,0
13.765270393051685,5,3.25,8.086717920303906,9.571017297294214,2.0,0,4,8,98008,47.588,-122.116,0,47,0
12.971542813248437,4,3.0,7.523481312573497,9.208037722913508,2.0,0,3,8,98059,47.5059,-122.149,0,24,0
13.384729180332174,3,2.25,7.67368812926773,9.963453133703561,1.0,0,4,8,98166,47.4336,-122.339,0,56,1
12.574185427296195,3,1.75,7.13966033596492,9.036106025364846,1.0,0,3,7,98148,47.4366,-122.335,0,61,0
13.132315688453556,3,1.75,7.832014180505469,9.07004328643746,2.0,0,5,8,98166,47.4428,-122.344,0,42,0
13.215855541983634,3,1.75,7.340186835320115,6.951772164398911,3.0,0,3,8,98115,47.6765,-122.32,0,1,0
12.959846800844963,3,2.25,7.415175109613295,8.699681400989514,1.0,0,3,7,98122,47.6113,-122.297,0,36,1
12.668629868984294,3,2.75,7.9269635448629785,8.245384468120747,1.5,0,5,7,98144,47.5747,-122.304,0,90,1
13.790193775620484,4,2.5,7.908754738783246,9.3101857069459,2.0,0,3,10,98004,47.5815,-122.192,0,26,0
12.567240979056246,4,2.5,7.714677473800927,8.444407421690585,2.0,0,3,7,98001,47.3378,-122.257,0,10,0
12.225880174775122,3,1.0,6.90875477931522,9.398561160701128,1.0,0,4,7,98042,47.3621,-122.11,0,47,0
14.096923772119156,5,2.25,8.071218539969863,9.911406117780423,1.0,0,3,8,98004,47.6303,-122.215,0,50,1
13.854732232655556,5,3.25,8.470311205516108,10.821676481693363,1.0,0,4,11,98005,47.6525,-122.16,0,42,1
12.691583538230217,3,2.0,7.13966033596492,8.6328406149422,1.0,0,4,7,98034,47.7362,-122.179,0,43,0
13.255146239950099,4,2.0,7.919719760924575,8.962904128092928,1.5,0,5,7,98125,47.7168,-122.287,0,99,1
12.793862088206213,4,2.5,7.7752758464868625,8.517393171418904,2.0,0,3,8,98038,47.3608,-122.036,0,10,0
12.762830066509972,3,1.75,7.490529402060711,10.830322498285954,1.0,0,5,7,98042,47.3511,-122.073,0,50,1
13.632189702037216,4,4.0,8.14060704285845,10.466041875887068,2.0,0,4,10,98075,47.5822,-121.987,0,29,1
12.847929163278053,4,1.75,7.473637108496206,8.895766604056085,1.0,0,3,7,98008,47.6034,-122.125,0,59,1
13.081543466215237,3,1.0,6.947937068614969,8.529319371214077,1.0,0,3,7,98116,47.5636,-122.394,0,74,0
12.923914877701906,3,1.0,7.252053951852814,8.529319371214077,1.0,0,4,7,98133,47.7073,-122.34,0,59,1
13.487007879880162,4,2.5,8.146419323098003,10.588703362769794,2.0,0,3,10,98010,47.342,-122.025,0,13,0
12.873904582205107,3,2.5,7.762596048540069,8.537191877922927,2.0,0,3,8,98038,47.3512,-122.008,0,12,0
12.793862088206213,4,2.5,7.550135342488429,8.681011276645632,2.0,0,3,7,98038,47.349,-122.031,0,23,0
12.779875885354993,2,1.0,7.611347717403621,8.812992231969966,1.0,0,3,7,98118,47.5474,-122.291,0,67,1
12.782688818818986,3,1.5,7.427144133408616,9.072571442231286,1.0,0,3,8,98059,47.4811,-122.149,0,51,0
12.660331092405906,3,1.0,6.8679744089702925,8.800113946766308,1.0,0,3,6,98125,47.7264,-122.31,0,63,0
13.753636218075409,3,1.5,7.669028288589683,8.188966863648876,2.0,0,3,9,98119,47.6337,-122.365,0,90,1
12.628070334272698,5,2.25,7.886457270977689,9.036106025364846,1.5,0,5,7,98092,47.2909,-122.189,0,54,0
13.04115549117383,3,3.25,7.9269635448629785,8.744966011114109,2.0,0,3,9,98056,47.5228,-122.199,0,9,1
12.278397958261774,2,2.25,7.384610383176974,7.621195162809845,2.0,0,4,7,98056,47.518,-122.194,0,36,0
12.721888795877375,2,1.75,6.93828448401696,6.9726062513017535,2.0,0,3,7,98136,47.5394,-122.387,0,9,1
12.40287632827253,4,2.5,7.591357046698551,8.909775673693389,2.0,0,3,7,98023,47.2897,-122.372,0,27,0
13.910712550098342,5,2.75,8.166500319155052,8.756839814829462,2.0,0,4,10,98199,47.6506,-122.391,0,14,0
11.938199736300925,3,1.0,7.0909098220799835,9.259225769705994,1.0,0,3,7,98023,47.322,-122.351,0,53,0
12.971542813248437,3,1.5,7.365812837209472,8.517393171418904,1.0,0,3,8,98117,47.687,-122.386,0,76,1
13.45883704259595,3,1.5,7.365812837209472,8.517393171418904,1.0,0,3,8,98117,47.687,-122.386,0,76,1
13.715691327653829,4,2.5,8.101980731853192,9.235130540783402,1.0,0,3,7,98040,47.5873,-122.249,1,24,1
12.419169901386761,3,1.75,7.581209826196346,9.660268836790868,1.0,0,3,7,98032,47.3576,-122.277,0,48,0
12.201065128819632,4,1.5,7.057036981697891,8.764209507142004,1.0,0,4,7,98023,47.3036,-122.378,0,40,0
12.657151449598695,3,1.75,7.501634457883413,10.640675541671662,1.0,0,5,7,98038,47.4109,-121.958,0,35,1
12.988834270491479,3,2.5,7.749753406274437,10.514556622060466,2.0,0,3,9,98045,47.4838,-121.714,0,23,0
13.653968797939685,3,2.5,7.635786861395585,9.491148875484791,1.5,0,5,9,98102,47.6415,-122.315,0,105,1
13.22672519452875,3,2.0,7.591357046698551,8.154500175151941,1.5,0,4,7,98117,47.6775,-122.372,0,86,1
13.458765611575428,3,2.25,7.692113339595466,11.586120163073273,2.0,0,4,8,98077,47.7731,-122.08,0,32,0
13.89985262551525,3,2.5,7.979681302387741,9.001346243766392,2.0,0,3,8,98004,47.5814,-122.196,1,5,0
12.577639650232573,3,1.0,7.099201743553092,10.43176008990584,1.0,0,3,7,98058,47.4375,-122.184,0,61,0
12.834683971615659,3,2.5,7.75833346749091,9.21094019204815,1.0,0,4,8,98058,47.4431,-122.133,0,37,1
13.038983942375959,3,1.0,7.421177528595393,8.295548516225763,1.5,0,4,7,98117,47.6878,-122.38,0,76,1
12.146858590895919,2,1.75,7.123672785204607,7.821643126239982,1.0,0,4,8,98198,47.3813,-122.322,0,30,0
13.429849547739444,4,2.5,8.052296499538647,10.24131601192848,2.0,0,4,10,98077,47.7304,-122.082,0,24,0
13.060490101343552,5,1.75,7.616283561580385,9.42084437974393,2.0,0,4,7,98052,47.6417,-122.109,0,73,0
13.300929558259364,4,2.5,7.745435610274381,9.172119159155985,2.0,0,3,8,98027,47.5386,-122.053,0,31,0
13.25339339419516,3,1.75,7.13966033596492,8.110427237575024,1.0,0,5,6,98103,47.6823,-122.349,0,110,1
12.515397562803473,3,1.75,7.340186835320115,9.441531454869693,1.0,0,4,7,98038,47.3624,-122.031,0,35,1
12.706699437569211,3,1.75,7.640603826393634,8.694502206386648,1.0,0,3,7,98108,47.5474,-122.295,0,44,1
13.081543466215237,4,2.5,8.080546965824498,9.691036630760662,2.0,0,3,9,98001,47.3183,-122.253,0,14,1
13.51508226312797,3,3.5,8.385032287813898,8.756367559802975,2.0,0,3,8,98117,47.6981,-122.368,1,16,1
13.158697235290168,3,3.5,7.372118028337787,7.005789019253503,3.0,0,3,8,98103,47.6824,-122.347,0,5,0
12.232841150744216,2,1.0,6.78105762593618,8.821879862683842,1.0,0,4,6,98178,47.5009,-122.248,0,70,0
12.054092109237121,4,2.0,7.359467638255621,9.169622538697624,1.0,0,3,6,98168,47.4965,-122.303,0,65,0
13.190023895035274,4,1.0,7.384610383176974,8.000684784514748,1.5,0,4,7,98144,47.587,-122.294,0,90,0
13.399996629152975,3,2.5,7.783640596221253,8.775703886567738,1.0,0,3,8,98177,47.7728,-122.386,0,51,1
12.87774334868815,3,2.0,7.280008252884188,9.11964950669168,1.0,0,3,7,98034,47.7288,-122.226,0,28,0
12.886643575525625,2,1.0,6.647688373563329,8.699681400989514,1.0,0,3,6,98117,47.6999,-122.364,0,62,0
13.005831808336863,4,1.75,7.650168700845001,8.38958706681109,1.5,0,5,7,98118,47.5299,-122.266,0,91,1
13.554147092530322,3,2.25,7.976251943745623,9.230633075243945,2.0,0,3,9,98052,47.6897,-122.098,0,25,0
14.187074804051692,4,2.75,7.919719760924575,9.786391780659882,1.5,0,3,8,98004,47.6141,-122.212,1,23,1
13.005831808336863,3,2.25,7.650168700845001,9.012133305952004,1.0,0,3,8,98178,47.5091,-122.244,0,48,1
12.468440756144114,4,2.25,7.6783263565068856,9.083869707922235,1.0,0,3,8,98023,47.3129,-122.39,0,37,1
13.620104977426395,5,3.5,7.749753406274437,8.509362612301048,2.0,0,5,7,98103,47.6763,-122.352,0,89,1
12.971542813248437,4,2.5,7.635786861395585,8.368925174747135,2.0,0,3,7,98065,47.5319,-121.85,0,11,0
12.264346270624157,3,1.75,6.966967138613983,8.971575439759016,1.0,0,4,7,98092,47.2761,-122.152,0,29,0
13.400753916947913,4,2.25,7.606387389772652,9.169934957341145,1.0,0,3,8,98027,47.5343,-122.054,0,29,1
13.572165574841936,3,3.5,8.281723990411392,11.617996938859507,1.5,0,3,9,98053,47.697,-122.072,0,26,1
13.024192509731431,3,2.5,7.606387389772652,7.7354333524996886,2.0,0,3,8,98029,47.5517,-121.998,0,1,1
13.42246945133505,4,3.5,7.669028288589683,7.731492029245684,3.0,0,3,9,98107,47.6734,-122.38,0,10,0
12.201065128819632,3,1.75,7.186144304522325,9.763708110007842,1.0,0,4,7,98003,47.3257,-122.296,0,59,0
12.301387370778713,4,1.75,7.611347717403621,8.967121656230923,1.0,0,3,7,98003,47.3309,-122.299,0,47,1
13.021439671201302,4,2.25,7.85979918056211,9.21064032698518,1.0,0,4,8,98028,47.7689,-122.266,0,47,1
12.854486546624395,2,1.0,7.0825485693553,8.398634855292102,1.0,0,3,6,98125,47.7135,-122.287,0,34,0
13.161489855348382,3,2.25,7.065613363597717,7.1308988302963465,3.0,0,3,8,98107,47.6722,-122.381,0,1,0
13.407543823396258,2,1.0,7.01301578963963,8.071218539969863,1.0,0,3,7,98119,47.6338,-122.358,0,90,0
13.17628511440807,5,2.5,7.944846711001996,9.145908511816794,1.0,0,4,8,98006,47.5707,-122.128,0,47,1
12.230770136157428,3,1.0,7.384610383176974,9.057189192482008,1.0,0,4,7,98058,47.4563,-122.171,0,53,1
12.948012371209098,3,1.0,6.966967138613983,8.999372396592106,1.0,0,4,7,98133,47.7144,-122.351,0,92,1
13.122365377402328,4,2.25,7.616283561580385,9.049936850483158,1.0,0,4,8,98006,47.5495,-122.174,0,54,1
13.733759141278622,4,2.5,8.208219383496834,12.661517685943359,2.0,0,4,9,98077,47.7421,-122.026,0,21,0
13.698977865303197,4,1.0,7.844240718141811,8.294299608857235,2.0,0,3,8,98109,47.6354,-122.353,0,110,1
12.971542813248437,2,2.5,7.791935956938058,11.018383211277339,2.0,0,3,7,98027,47.5262,-121.943,0,8,0
12.460718739865236,5,2.0,7.72356247227797,9.433563920090563,1.0,0,4,8,98032,47.3887,-122.286,0,55,1
13.144126826131089,3,1.0,7.266128779556451,8.147867129923947,1.0,0,3,7,98103,47.6873,-122.336,0,68,1
13.184720145248114,3,2.0,7.215975002651466,8.036249942132116,2.0,0,3,8,98103,47.6838,-122.353,0,25,0
13.235693848424024,3,1.0,7.01301578963963,8.517393171418904,1.5,0,3,7,98107,47.655,-122.359,0,68,0
12.553029016757746,3,1.0,7.1316985104669115,9.012011377036412,1.0,0,4,7,98003,47.3255,-122.304,0,61,0
14.626441218624949,4,3.25,8.552753366814787,9.89600966268017,2.0,0,3,12,98006,47.562,-122.162,0,9,1
12.765691290604371,1,1.0,6.55250788703459,8.537191877922927,1.0,0,3,7,98115,47.679,-122.3,0,73,0
12.278397958261774,3,1.0,7.074116816197362,8.945071894361302,1.0,0,4,7,98058,47.4479,-122.176,0,48,0
13.384729180332174,5,3.5,8.284251797621916,10.136423006312807,2.0,0,3,9,98056,47.525,-122.172,0,19,1
12.676079399771027,4,2.75,7.878912912297133,8.922791623969637,1.0,0,3,8,98023,47.3135,-122.369,0,48,1
12.417147664184915,3,2.0,7.147559271189454,8.881697406469304,1.5,0,3,7,98022,47.2086,-121.996,1,2,0
12.676079399771027,4,1.75,7.473637108496206,9.321971188147367,1.0,0,4,8,98059,47.4715,-122.118,0,47,0
12.449022745701502,5,2.25,7.630946580890459,9.063347348235522,1.0,0,3,7,98146,47.4877,-122.335,0,53,1
12.989976472461,3,1.75,7.484930283289661,9.17585244151751,1.0,0,3,7,98034,47.7171,-122.193,0,53,0
13.710151153416941,3,2.5,8.131824785007195,9.71739890917293,2.0,0,3,10,98075,47.6012,-122.023,0,15,0
12.996802422000108,3,2.75,7.555381944240273,8.893023494394711,1.0,0,3,7,98034,47.7319,-122.224,0,36,1
12.948012371209098,3,2.0,7.611347717403621,10.554066422987296,1.0,0,4,7,98027,47.4582,-122.023,0,40,1
12.821260987319457,3,1.75,7.365812837209472,8.853808274977197,1.0,0,3,7,98034,47.7209,-122.168,0,39,1
12.505995740029274,2,1.75,7.201170883281678,8.888894669371593,1.0,0,5,5,98198,47.408,-122.327,0,66,1
13.601204094315538,4,2.5,7.893945138235959,8.411832675758411,2.0,0,3,9,98006,47.565,-122.125,0,16,0
13.389333939650964,3,2.5,7.893945138235959,9.18512512283512,1.0,0,4,8,98034,47.7028,-122.231,0,36,1
12.82530683492637,3,2.0,7.223295679562314,9.028458718410613,1.0,0,5,7,98133,47.7458,-122.331,0,51,0
12.556733038263905,3,1.75,7.353081920515432,9.952325334619427,1.0,0,3,7,98166,47.4776,-122.337,0,61,0
12.513561021741964,3,1.75,7.6783263565068856,8.87360810154911,1.0,0,4,7,98023,47.3026,-122.374,0,37,1
12.653961664405365,3,1.5,7.201170883281678,8.976262255609193,1.5,0,3,7,98133,47.7658,-122.339,0,60,0
13.729408948828524,4,2.5,8.263848131368906,10.463217619655723,2.0,0,3,10,98033,47.6477,-122.182,0,31,1
13.419502094509863,4,2.25,7.85979918056211,9.010791269515602,2.0,0,4,8,98006,47.5619,-122.125,0,35,0
12.959846800844963,3,2.5,7.02197642307216,7.00397413672268,2.0,0,3,8,98122,47.6106,-122.31,0,7,1
12.899097318586382,5,2.75,7.58629630715272,8.594339400592892,1.0,0,3,7,98144,47.5868,-122.308,0,29,1
12.861001210669146,3,1.0,7.107425474110705,8.476579508530941,1.0,0,3,6,98122,47.6101,-122.307,0,114,0
12.505995740029274,3,1.5,7.576097340623111,8.93075873555827,1.0,0,4,7,98022,47.1976,-121.999,0,40,1
12.706850963741102,2,1.0,7.208600337960199,9.014447135152134,1.0,0,3,7,98177,47.7224,-122.358,0,66,1
12.468440756144114,3,2.5,7.421177528595393,8.6652683094816,2.0,0,3,7,98030,47.3505,-122.179,0,27,0
13.060490101343552,4,3.0,7.7752758464868625,8.542080906924017,1.5,0,4,7,98126,47.5384,-122.376,0,90,1
13.286183160425152,4,3.0,7.80016307039296,9.169622538697624,2.0,0,5,7,98034,47.7044,-122.2,0,54,0
12.004574385508691,2,1.5,6.957497370876951,8.13739583005665,2.0,0,3,7,98038,47.3848,-122.039,0,19,0
13.635188201437066,4,2.75,8.049107721326406,9.50397966490209,2.0,0,3,9,98052,47.6993,-122.102,0,22,1
13.90626583447433,5,3.0,8.316544717929398,9.461176908307142,1.0,0,4,10,98033,47.6627,-122.188,0,29,1
12.502470376049185,4,1.75,7.307202314764738,9.210440366976517,1.0,0,4,8,98023,47.3099,-122.379,0,46,1
13.235693848424024,3,2.5,7.550135342488429,9.076237387452702,2.0,0,3,8,98074,47.62,-122.043,0,28,0
13.329379172803593,4,1.0,7.193685818395112,7.783640596221253,1.5,0,4,6,98103,47.65,-122.34,0,114,0
13.27969015095896,3,2.25,7.7102051944325325,9.213036733523925,1.0,0,3,8,98052,47.6647,-122.153,0,40,1
12.628070334272698,3,1.75,7.409136443920128,9.15704507491796,1.0,0,3,7,98034,47.726,-122.191,0,38,1
12.025455635171172,3,1.0,7.0825485693553,9.084890521258767,1.0,0,3,6,98058,47.4616,-122.184,0,56,0
13.591117476312084,3,2.5,7.669028288589683,9.200087995511831,1.0,0,4,8,98040,47.5505,-122.219,0,56,0
12.899222326086994,3,2.5,7.687538766201629,8.923857580099885,1.0,0,4,7,98133,47.7606,-122.336,0,53,1
12.345838935721968,3,1.0,6.966967138613983,9.232982102457008,1.0,0,3,7,98155,47.7481,-122.3,0,67,0
12.456379900115223,3,2.5,7.43307534889858,8.522379718103538,2.0,0,3,8,98023,47.2779,-122.347,0,12,0
12.955129822091815,4,2.0,7.58629630715272,8.776630098427717,1.5,0,5,7,98108,47.5511,-122.312,0,95,1
13.049794835104816,3,2.5,7.67368812926773,8.315077007294104,2.0,0,3,8,98126,47.5488,-122.372,0,8,0
12.994532278619134,3,2.5,7.555381944240273,11.100616994380056,2.0,0,3,7,98027,47.5385,-121.911,0,18,0
12.861001210669146,3,1.75,7.208600337960199,11.951657701327862,1.0,0,4,7,98038,47.4058,-121.994,0,46,0
12.25486757159303,3,1.0,6.7580945044277305,9.369563877524161,1.0,0,4,6,98056,47.5093,-122.184,0,72,0
12.601490784782536,3,2.5,7.57095858316901,9.612667227583843,2.0,0,3,8,98042,47.3777,-122.165,0,21,0
13.060490101343552,3,1.0,6.918695219020472,8.517393171418904,1.0,0,3,7,98107,47.675,-122.394,0,63,0
12.330504638906516,3,1.5,7.170888478512505,8.905308661189288,1.0,0,4,7,98023,47.3025,-122.37,0,39,1
12.521799024438941,3,1.0,6.814542897259958,9.042040056544483,1.0,0,4,6,98059,47.4787,-122.158,0,53,0
13.641158361294979,4,1.75,7.816416983691801,9.306650052113591,1.0,0,4,9,98040,47.5378,-122.219,0,49,1
13.426756538561795,3,2.5,7.80016307039296,8.431199478249262,2.0,0,3,8,98052,47.7073,-122.114,0,5,0
12.959846800844963,3,1.0,6.918695219020472,8.676757761087575,1.0,0,3,7,98126,47.5733,-122.381,0,100,0
12.102105602982014,2,0.75,6.803505257608338,9.169622538697624,1.0,0,3,6,98166,47.4604,-122.339,0,74,0
13.047641986378483,6,3.0,7.741099090035366,8.133000218583613,2.0,0,3,7,98133,47.7067,-122.343,1,21,1
12.676079399771027,4,2.25,7.346655163176539,8.933268478636418,2.0,0,3,8,98038,47.354,-122.047,0,22,0
13.34631460246227,3,2.25,7.147559271189454,7.356918242356021,2.0,0,3,8,98105,47.6647,-122.284,0,1,1
13.292107839753712,4,2.5,7.714677473800927,9.395408154438163,1.0,0,3,9,98074,47.6143,-122.017,0,32,0
13.049794835104816,3,2.5,7.906547232368036,9.794620897549015,2.0,0,3,9,98001,47.3185,-122.275,0,10,0
13.07527386630434,4,2.75,7.450660796211539,8.74369111054302,2.0,0,3,8,98118,47.5458,-122.268,0,37,0
12.54254845357358,2,1.0,6.7464121285733745,9.70509758756311,1.0,0,3,6,98168,47.4889,-122.299,0,92,0
14.22430412061672,5,3.0,8.101980731853192,10.418554170559373,1.0,0,3,9,98040,47.5673,-122.21,1,24,1
13.007713179283789,3,2.5,7.719129840906732,8.646992628951082,2.0,0,3,8,98146,47.5133,-122.379,0,15,0
13.88503755344827,2,2.25,8.268988209506656,9.606764735432199,1.0,0,3,8,98144,47.5884,-122.291,0,68,1
13.054086677976365,2,1.5,7.186144304522325,9.287394001418473,1.0,0,4,8,98177,47.7145,-122.367,0,68,0
13.438634364432907,4,2.5,7.923348211930154,8.77043908654689,2.0,0,3,10,98075,47.5836,-122.026,0,16,0
12.5423698668371,3,2.0,7.467942332285852,9.18512512283512,1.0,0,3,7,98198,47.398,-122.299,0,54,1
13.174957725054906,4,2.25,7.754052639035757,9.874933745118067,2.0,0,3,8,98011,47.7663,-122.215,0,28,0
12.691583538230217,3,2.25,7.7057128238944275,9.681655640646714,1.0,0,4,8,98030,47.3758,-122.217,0,49,1
12.700771936142122,3,2.25,7.611347717403621,9.033603193476129,2.0,0,3,7,98038,47.3828,-122.023,0,21,0
12.873904582205107,3,2.25,7.1316985104669115,8.922791623969637,1.0,0,5,7,98146,47.5123,-122.373,0,73,0
13.081439294339882,2,2.0,7.32052696227274,8.78216942633238,1.0,0,3,8,98053,47.7076,-122.013,0,10,0
12.487300182210822,4,2.25,7.450660796211539,9.185432736269998,1.0,0,4,7,98023,47.2922,-122.371,0,37,1
12.367345048436391,3,1.0,7.266128779556451,9.632138041371906,1.0,0,4,7,98031,47.4075,-122.214,0,54,1
13.154832503648379,3,2.5,7.300472814267799,8.46168048148598,2.0,0,3,7,98053,47.6794,-122.034,0,11,0
13.39239204133378,2,1.75,7.280008252884188,9.66770192587285,2.0,1,3,7,98166,47.4497,-122.375,1,37,1
13.122365377402328,4,2.75,7.732369222284388,9.638740451366843,1.0,0,5,7,98059,47.5218,-122.164,0,55,0
12.660331092405906,6,2.75,7.9865049385539955,8.902591637374087,1.0,0,3,8,98023,47.3103,-122.339,0,37,1
12.269052139516223,2,1.0,6.90875477931522,9.23024103368252,1.0,0,3,6,98024,47.5687,-121.899,0,54,0
13.07107218827772,3,1.5,7.816416983691801,8.571870752706934,1.5,0,5,7,98108,47.5575,-122.303,0,68,1
